Customer ID;Customer Name;Order ID;Quantity;Product;Order Received;Order Started;Order Completed;Order Delivered
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;c6a5c0df-55c7-4fd3-b440-41814f8a4d87;1;Produkt 4;6/14/2024 6:45:27 PM;6/14/2024 6:45:27 PM;6/14/2024 7:45:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;0829167a-3fb3-48e3-82bb-02924c727680;1;Produkt 1;6/14/2024 7:55:27 PM;6/14/2024 7:55:27 PM;6/14/2024 8:48:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;f93a7ac0-42f6-4ed0-91ed-f7ed97825787;1;Produkt 4;6/14/2024 8:35:27 PM;6/14/2024 8:35:27 PM;6/14/2024 9:34:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;dee2d015-1193-419e-9064-1abeef815825;1;Produkt 3;6/14/2024 9:15:27 PM;6/14/2024 9:15:27 PM;6/14/2024 9:54:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;4c7aa9b6-c019-4f80-ac00-8e51e89946e5;1;Produkt 2;6/15/2024 12:35:27 AM;6/15/2024 12:35:27 AM;6/15/2024 1:30:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;7feac6e2-b299-4bcd-9332-5acab46d634b;1;Produkt 1;6/15/2024 1:05:27 AM;6/15/2024 1:05:27 AM;6/15/2024 2:01:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;443bd2cf-3a56-4902-88c0-b4f833b7ec4a;1;Produkt 4;6/15/2024 3:55:27 AM;6/15/2024 3:55:27 AM;6/15/2024 4:55:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;eb218800-62c2-41b7-88bb-641035036baa;1;Produkt 2;6/15/2024 5:55:27 AM;6/15/2024 5:55:27 AM;6/15/2024 6:56:09 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;2c689c75-b839-464c-b7a8-d66dac274ec1;1;Produkt 1;6/15/2024 10:35:27 AM;6/15/2024 10:35:27 AM;6/15/2024 11:36:39 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;7b707871-7644-450b-9904-9141ecf8f251;1;Produkt 1;6/15/2024 11:35:27 AM;6/15/2024 11:35:27 AM;6/15/2024 12:38:09 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;e7ff6681-fc3a-4f80-8adc-3fc144b7259d;1;Produkt 3;6/15/2024 12:55:27 PM;6/15/2024 12:55:27 PM;6/15/2024 1:41:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;3afd872e-0442-4f3c-9e84-1fff36b9b483;1;Produkt 1;6/15/2024 2:45:27 PM;6/15/2024 2:45:27 PM;6/15/2024 3:57:09 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;d691c23f-e4f6-4ff4-b5c9-1aca61a82930;1;Produkt 3;6/15/2024 9:15:27 PM;6/15/2024 9:15:27 PM;6/15/2024 9:55:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;6a509a9f-25af-404a-9468-6e2aba0cc589;1;Produkt 1;6/15/2024 9:35:27 PM;6/15/2024 9:35:27 PM;6/15/2024 10:32:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;2902b25f-60ac-4447-9644-2159ca746c40;1;Produkt 5;6/15/2024 10:35:27 PM;6/15/2024 10:35:27 PM;6/15/2024 11:07:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;2ede5874-d2e2-4723-b52f-1cf379af4cfd;1;Produkt 5;6/15/2024 10:55:27 PM;6/15/2024 10:55:27 PM;6/15/2024 11:27:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;d61f9d8f-9224-4f3a-99f7-b69b63d16500;1;Produkt 4;6/16/2024 1:15:27 AM;6/16/2024 1:15:27 AM;6/16/2024 2:15:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;41c44208-39ec-4e32-9b16-c41e9923f4b1;1;Produkt 1;6/16/2024 3:25:27 AM;6/16/2024 3:25:27 AM;6/16/2024 4:24:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;56855a01-cc1d-4f71-a88a-c6b2f733e61f;1;Produkt 1;6/16/2024 8:05:27 AM;6/16/2024 8:05:27 AM;6/16/2024 9:09:21 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;b7f7b78d-9473-4807-b571-0e6626903677;1;Produkt 2;6/16/2024 12:25:27 PM;6/16/2024 12:25:27 PM;6/16/2024 1:31:39 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;38bc1f4d-ff7d-4cb9-89e6-94d830931773;1;Produkt 5;6/16/2024 2:15:27 PM;6/16/2024 2:15:27 PM;6/16/2024 2:55:21 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;627f57fc-8808-485a-98bb-d6c4df349974;1;Produkt 3;6/16/2024 3:45:27 PM;6/16/2024 3:45:27 PM;6/16/2024 4:33:51 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;a9414d0b-01f5-433e-96c0-10c7ad6e163f;1;Produkt 3;6/16/2024 5:55:27 PM;6/16/2024 5:59:27 PM;6/16/2024 7:01:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;68bd110d-fabd-4373-9ea3-5537bf0b90f9;1;Produkt 2;6/16/2024 7:25:27 PM;6/16/2024 7:25:27 PM;6/16/2024 8:32:21 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;38f34c71-ee51-42ed-927f-7a64c406c3b0;1;Produkt 1;6/16/2024 11:45:27 PM;6/16/2024 11:46:27 PM;6/17/2024 12:59:39 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;504e8d8d-49b8-4e00-8046-d15ccd8395e1;1;Produkt 5;6/17/2024 5:05:27 AM;6/17/2024 5:05:27 AM;6/17/2024 7:13:53 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;7b768cb8-2be5-43a5-859c-8e6a5dc26c34;1;Produkt 1;6/17/2024 5:25:27 AM;6/17/2024 6:35:19 AM;6/17/2024 7:49:01 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;bef6fc3f-858b-4b51-a005-5ce8bce63af5;1;Produkt 5;6/17/2024 5:35:27 AM;6/17/2024 5:35:27 AM;6/17/2024 8:56:01 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;268092be-240e-48c6-9082-1d06d9a982a3;1;Produkt 1;6/17/2024 7:55:27 AM;6/17/2024 7:55:27 AM;6/17/2024 9:09:01 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;9b36b673-81ca-47b8-825e-b01867db06fd;1;Produkt 1;6/17/2024 12:25:27 PM;6/17/2024 12:25:27 PM;6/17/2024 1:33:03 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;6b3803d6-e76f-41b4-94a9-7eea00510a16;1;Produkt 1;6/17/2024 1:05:27 PM;6/17/2024 1:05:27 PM;6/17/2024 2:11:57 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;3dfd0acb-9649-4b06-9df1-20966229da8c;1;Produkt 5;6/17/2024 4:25:27 PM;6/17/2024 4:25:27 PM;6/17/2024 5:01:09 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;c02c901a-0a0d-4674-9462-89f44f4d8a7d;1;Produkt 1;6/17/2024 5:35:27 PM;6/17/2024 5:35:27 PM;6/17/2024 6:33:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;3c4a0196-6679-4cf2-8cc0-7c72c5349659;1;Produkt 5;6/18/2024 3:05:27 AM;6/18/2024 3:05:27 AM;6/18/2024 3:57:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;2d938a92-ffbb-4430-9d1f-50b86cdc3e79;1;Produkt 3;6/18/2024 5:05:27 AM;6/18/2024 5:05:27 AM;6/18/2024 5:44:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;3e9c2f76-876a-406e-b4dc-81328d3bbb29;1;Produkt 5;6/18/2024 5:55:27 AM;6/18/2024 5:55:27 AM;6/18/2024 6:52:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;cd9ca859-2ec7-45cc-a0fc-c4bdddce411a;1;Produkt 3;6/18/2024 8:25:27 AM;6/18/2024 8:25:27 AM;6/18/2024 9:06:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;3d72413e-a8cd-4303-8d13-029be039b3f5;1;Produkt 1;6/18/2024 9:25:27 AM;6/18/2024 9:25:27 AM;6/18/2024 10:32:51 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;e42ad891-4ee3-4d73-942c-d81b426aeebd;1;Produkt 5;6/18/2024 1:55:27 PM;6/18/2024 4:17:27 PM;6/18/2024 4:51:12 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;27e66209-335d-4e2c-81ff-bcd4f113de22;1;Produkt 1;6/18/2024 4:35:27 PM;6/18/2024 4:35:27 PM;6/18/2024 5:31:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;cdcc275c-538a-4983-b47a-4318ff5de4c8;1;Produkt 3;6/18/2024 5:05:27 PM;6/18/2024 5:05:27 PM;6/18/2024 5:45:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;49ae6ab1-c203-490b-aab2-76ace4764701;1;Produkt 1;6/18/2024 9:15:27 PM;6/18/2024 9:15:27 PM;6/18/2024 10:10:27 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;cce2ba1b-52b7-4a15-8579-69755904f583;1;Produkt 1;6/18/2024 11:35:27 PM;6/18/2024 11:35:27 PM;6/19/2024 12:30:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;f02200c2-f3fc-4afd-bc69-cc131b980bcf;1;Produkt 3;6/19/2024 12:45:27 AM;6/19/2024 12:45:27 AM;6/19/2024 1:24:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;ee256765-5a46-41b9-bdca-5963c4c50552;1;Produkt 5;6/19/2024 2:45:27 AM;6/19/2024 2:45:27 AM;6/19/2024 3:15:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;cb24935b-d187-40d1-a40b-3891b723656d;1;Produkt 5;6/19/2024 5:15:27 AM;6/19/2024 5:15:27 AM;6/19/2024 5:58:57 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;830ffaa2-da1c-4ee9-bede-9ff570f0df36;1;Produkt 1;6/19/2024 6:15:27 AM;6/19/2024 7:55:27 AM;6/19/2024 9:06:49 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;903c29a8-036e-4fc6-b92e-03dcc88be393;1;Produkt 5;6/19/2024 6:35:27 AM;6/19/2024 7:41:32 AM;6/19/2024 8:12:02 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;52540b6a-d82f-4ab9-820d-6ce0d4ef2b83;1;Produkt 1;6/19/2024 7:15:27 AM;6/19/2024 8:05:27 AM;6/19/2024 9:32:49 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;51e2dbbd-2b97-4428-ad6f-9116075e5102;1;Produkt 3;6/19/2024 8:25:27 AM;6/19/2024 8:25:27 AM;6/19/2024 9:22:27 AM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;596b0c86-f364-4ad5-aac4-50f3b08a7742;1;Produkt 2;6/19/2024 10:15:27 AM;6/19/2024 11:48:57 AM;6/19/2024 1:07:21 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;700005e1-0b15-4d75-b67a-496ff41f7bcc;1;Produkt 4;6/19/2024 3:35:27 PM;6/19/2024 3:35:27 PM;6/19/2024 6:59:19 PM;1/1/0001 12:00:00 AM
fd2bae8b-db99-4720-bdc9-85d9bc36e971;Hannah Johnson;4264a58c-3448-453e-9cf2-9fb7e6c92224;1;Produkt 1;6/19/2024 6:25:27 PM;6/19/2024 6:25:27 PM;6/19/2024 8:03:57 PM;1/1/0001 12:00:00 AM
